intent,patterns,response_en,response_ml
crop_disease,Cure for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Solution for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Ways to cure Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Remedy for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,How to manage Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,How to treat Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Cure for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Solution for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Remedy for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,How to treat Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Treatment of Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Cure for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Ways to cure Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Remedy for Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,Ways to cure Tomato   Spider mites Two-spotted spider mite,Use miticides and increase humidity,മൈറ്റിസൈഡുകൾ പ്രയോഗിച്ച് ഈർപ്പം വർദ്ധിപ്പിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Ways to cure Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Treatment of Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Remedy for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to manage Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Solution for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,How to treat Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Ways to cure Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Target Spot,Apply fungicide and rotate crops,ഫംഗിസൈഡ് പ്രയോഗിച്ച് വിള ചക്രവട്ടം പാലിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Ways to cure Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Remedy for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,How to manage Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Solution for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Treatment of Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,Cure for Tomato   Tomato Yellow Leaf Curl Virus,Use insecticides to control whiteflies,വെള്ളപ്പൂച്ചകളെ നിയന്ത്രിക്കാൻ കീടനാശിനികൾ പ്രയോഗിക്കുക
crop_disease,How to treat Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Ways to cure Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Solution for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,How to treat Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Solution for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Treatment of Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,How to treat Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Treatment of Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Treatment of Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Ways to cure Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Ways to cure Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Remedy for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,How to treat Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Ways to cure Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Remedy for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Solution for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Solution for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Ways to cure Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,How to manage Tomato   Tomato mosaic virus,Use resistant varieties and sanitize tools,പ്രതിരോധ ഇനങ്ങളും ഉപകരണങ്ങൾ ശുചീകരിക്കുകയും ചെയ്യുക
crop_disease,Cure for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Treatment of Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Cure for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Remedy for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Ways to cure Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,Solution for Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to manage Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
crop_disease,How to treat Tomato   healthy,No disease detected. Maintain proper care,രോഗം കണ്ടെത്തിയില്ല. ശരിയായ പരിചരണം പാലിക്കുക
fertilizer,Remedy for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Solution for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,How to manage Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Treatment of Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Solution for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Cure for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,How to treat Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Treatment of Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,How to manage Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Ways to cure Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Treatment of Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Solution for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Treatment of Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Remedy for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,How to treat Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Solution for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Ways to cure Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,How to treat Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Ways to cure Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Remedy for Which fertilizer is best for tomato?,Use NPK 19:19:19 fertilizer,തക്കാളിക്ക് NPK 19:19:19 ഉപയോഗിക്കുക
fertilizer,Treatment of When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,How to manage When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,How to manage When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Ways to cure When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Ways to cure When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,How to manage When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Ways to cure When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,How to treat When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Solution for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Cure for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Remedy for When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,How to manage When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
fertilizer,Ways to cure When to apply potash to banana?,Apply potash after flowering,പൂവിടുമ്പോൾ പൊട്ടാഷ് നൽകുക
